strategy_id,status,stage,run_id,run_dir,report_dir,config_path,completed_at,config_hash,cagr,spy_cagr,excess_cagr,total_return,spy_total_return,final_equity,max_drawdown,max_recovery_days,worst_year,years_win_vs_spy,years_loss_vs_spy,months_win_vs_spy,months_loss_vs_spy,trades,win_rate_gt_1pct,median_trade_net,avg_trade_net,exposure_avg,exposure_min,exposure_max,cash_days,reduced_exposure_days,crisis_mode_days,dd_guard_activation_count,position_stop_count,reentry_count,metric_no_effect,ignored_config_fields,unsupported_features,notes,calmar,balanced_score,2000_2003_return,2000_2003_max_dd,2008_2009_return,2008_2009_max_dd,q4_2018_return,q4_2018_max_dd,2020_crash_return,2020_crash_max_dd,2022_return,2022_max_dd,2025_return,2025_max_dd,2026_ytd_return,2026_ytd_max_dd
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_STOP30_SL25_RE_SPY200_SMA50,completed,smoke,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_STOP30_SL25_RE_SPY200_SMA50,,,,,5e1430c1b5e1527a,-1.419819291146318,6.802474621020882,-8.2222939121672,-32.396561393179525,506.0574160210821,6760.343860682047,-60.186404668593774,9573,-10.269374033075884,5,23,128,201,460,25.869565217391305,-0.4342401899511379,-0.2026910776808198,1.721267825808303,0.0,100.00000000000004,6768,0,4625,1949,2,1949,False,,,,-0.0235903656143661,-78.88996753125147,-13.800437979075063,-42.81673753382557,-0.6618799157868338,-2.529727616593447,-5.502639873435622,-5.502639873435622,0.0,0.0,2.0248909824688743,0.0,3.979904127361311,-1.3241247644268817,4.261051560266504,-0.2394253790901968
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL20,completed,smoke,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL20,,,,,1c0e794ae400f4e6,0.4477356016945322,6.802474621020882,-6.35473901932635,13.010406199428592,506.0574160210821,11301.04061994286,-25.60922862599353,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.448020355537032,0.5391726437369064,0.0,100.0,6838,20,6568,4,2,0,False,,,,0.0174833693053947,-47.758202229181805,13.010406199428592,-25.60922862599353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL20,completed,smoke,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL20,,,,,1a7927ee1daaf73d,0.4477356016945322,6.802474621020882,-6.35473901932635,13.010406199428592,506.0574160210821,11301.04061994286,-25.60922862599353,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.448020355537032,0.5391726437369064,0.0,100.0,6838,20,6568,4,2,0,False,,,,0.0174833693053947,-47.758202229181805,13.010406199428592,-25.60922862599353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL20,,,,,1ef89e66f838a8ac,0.4477356016945322,6.802474621020882,-6.35473901932635,13.010406199428592,506.0574160210821,11301.04061994286,-25.60922862599353,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.448020355537032,0.5391726437369064,0.0,100.0,6838,20,6568,4,2,0,False,,,,0.0174833693053947,-47.758202229181805,13.010406199428592,-25.60922862599353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL20,,,,,12749d5dca262450,0.4477356016945322,6.802474621020882,-6.35473901932635,13.010406199428592,506.0574160210821,11301.04061994286,-25.60922862599353,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.448020355537032,0.5391726437369064,0.0,100.0,6838,20,6568,4,2,0,False,,,,0.0174833693053947,-47.758202229181805,13.010406199428592,-25.60922862599353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL20,,,,,b79a7658b8ba497f,0.4477356016945322,6.802474621020882,-6.35473901932635,13.010406199428592,506.0574160210821,11301.04061994286,-25.60922862599353,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.448020355537032,0.5391726437369064,0.0,100.0,6838,20,6568,4,2,0,False,,,,0.0174833693053947,-47.758202229181805,13.010406199428592,-25.60922862599353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL20,,,,,b591606f1cad2473,0.3736526022816822,6.802474621020882,-6.4288220187392,10.750513294217058,506.0574160210821,11075.051329421703,-26.53007136591482,9573,0.0,8,20,131,198,42,64.28571428571429,9.729380087571364,15.326507990268848,0.5384036101833738,0.0,100.0,6836,23,6565,2,3,0,False,,,,0.0140841159877821,-48.6791241447781,10.750513294217058,-26.53007136591482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL20,,,,,da2fe56f0f2eeea1,0.3736526022816822,6.802474621020882,-6.4288220187392,10.750513294217058,506.0574160210821,11075.051329421703,-26.53007136591482,9573,0.0,8,20,131,198,42,64.28571428571429,9.729380087571364,15.326507990268848,0.5384036101833738,0.0,100.0,6836,23,6565,2,3,0,False,,,,0.0140841159877821,-48.6791241447781,10.750513294217058,-26.53007136591482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL20,,,,,29780cafa2b3d2d0,0.3736526022816822,6.802474621020882,-6.4288220187392,10.750513294217058,506.0574160210821,11075.051329421703,-26.53007136591482,9573,0.0,8,20,131,198,42,64.28571428571429,9.729380087571364,15.326507990268848,0.5384036101833738,0.0,100.0,6836,23,6565,2,3,0,False,,,,0.0140841159877821,-48.6791241447781,10.750513294217058,-26.53007136591482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL20,,,,,3a35443db8561e2e,0.3736526022816822,6.802474621020882,-6.4288220187392,10.750513294217058,506.0574160210821,11075.051329421703,-26.53007136591482,9573,0.0,8,20,131,198,42,64.28571428571429,9.729380087571364,15.326507990268848,0.5384036101833738,0.0,100.0,6836,23,6565,2,3,0,False,,,,0.0140841159877821,-48.6791241447781,10.750513294217058,-26.53007136591482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL20,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL20,,,,,f8ac526482a84e11,0.3736526022816822,6.802474621020882,-6.4288220187392,10.750513294217058,506.0574160210821,11075.051329421703,-26.53007136591482,9573,0.0,8,20,131,198,42,64.28571428571429,9.729380087571364,15.326507990268848,0.5384036101833738,0.0,100.0,6836,23,6565,2,3,0,False,,,,0.0140841159877821,-48.6791241447781,10.750513294217058,-26.53007136591482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL25,,,,,593d9eea88f59d1b,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL25,,,,,d07f0b4b72f005f3,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL25,,,,,2c8840972202c390,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL25,,,,,6f79b8072a4bc95c,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL25,,,,,4e78d66138de1ea9,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL25,,,,,2b487514613d04b2,0.4319421267042544,6.802474621020882,-6.370532494316628,12.52493284249818,506.0574160210821,11252.493284249818,-25.3529528704654,9573,0.0,8,20,131,198,63,69.84126984126983,12.339519752130135,15.23323370687397,0.5363764379669361,0.0,100.0,6837,22,6566,2,3,0,False,,,,0.0170371525916983,-47.63198310027322,12.52493284249818,-25.3529528704654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL25,,,,,11ab8aa5e6a9e8fb,0.4319421267042544,6.802474621020882,-6.370532494316628,12.52493284249818,506.0574160210821,11252.493284249818,-25.3529528704654,9573,0.0,8,20,131,198,63,69.84126984126983,12.339519752130135,15.23323370687397,0.5363764379669361,0.0,100.0,6837,22,6566,2,3,0,False,,,,0.0170371525916983,-47.63198310027322,12.52493284249818,-25.3529528704654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL25,,,,,7d2e81cd50817783,0.4319421267042544,6.802474621020882,-6.370532494316628,12.52493284249818,506.0574160210821,11252.493284249818,-25.3529528704654,9573,0.0,8,20,131,198,63,69.84126984126983,12.339519752130135,15.23323370687397,0.5363764379669361,0.0,100.0,6837,22,6566,2,3,0,False,,,,0.0170371525916983,-47.63198310027322,12.52493284249818,-25.3529528704654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD12_SL25,,,,,9d1d767f2b1356c8,0.4319421267042544,6.802474621020882,-6.370532494316628,12.52493284249818,506.0574160210821,11252.493284249818,-25.3529528704654,9573,0.0,8,20,131,198,63,69.84126984126983,12.339519752130135,15.23323370687397,0.5363764379669361,0.0,100.0,6837,22,6566,2,3,0,False,,,,0.0170371525916983,-47.63198310027322,12.52493284249818,-25.3529528704654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL25,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E33_CR0_RECOOLDOWN_180_SPY_SMA200_DD15_SL25,,,,,ff259b1b3f46840c,0.4319421267042544,6.802474621020882,-6.370532494316628,12.52493284249818,506.0574160210821,11252.493284249818,-25.3529528704654,9573,0.0,8,20,131,198,63,69.84126984126983,12.339519752130135,15.23323370687397,0.5363764379669361,0.0,100.0,6837,22,6566,2,3,0,False,,,,0.0170371525916983,-47.63198310027322,12.52493284249818,-25.3529528704654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL30,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD5_SL30,,,,,e3c501ab54d508ff,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL30,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD8_SL30,,,,,6ac4e0f8bfa201e4,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL30,completed,screening_fullhistory,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_R15_C25_E50_CR0_RECOOLDOWN_180_SPY_SMA200_DD10_SL30,,,,,17dcf54aa2cb1633,0.4331204706054414,6.802474621020882,-6.3693541504154405,12.561084310891111,506.0574160210821,11256.108431089113,-26.076931128659485,9573,0.0,8,20,131,198,29,79.3103448275862,25.171302605210425,22.28662378053816,0.5329794002538751,0.0,100.0,6844,14,6574,2,2,0,False,,,,0.0166093344522978,-48.20405450540433,12.561084310891111,-26.076931128659485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
